DatGeracaoConjuntoDados,Codcvnarr,AnmArrecadacao,DatVencimentoTitulo,DatIncidenciaMultaMora,DatPagamentoTitulo,QtdDiasEmAtraso,SigNomAgente,NumCPFCNPJ,NomEmpreendimento,NumProcessoSIC,NumAutoInfracao,DscSituacaoArrecadacao,DscSituacaoCredito,VlrPcpPrvArr,VlrTotPvrArr,VlrTotPagArr,VlrTotDifPvrPagArr,VlrSelic
2024-09-10,2940946,201811,2020-01-19,2022-05-19,2023-05-10,1207.0,LIGHT SESA LIGHT SERVICOS DE ELETRICIDADE S A,60444437000146,-,485000034522017,0001/2019-SFE,Quitada pela conciliação automática,Parcelamento,847302.03,1090392.98,1090392.98,0.0,0.3862
2024-09-10,2940946,201811,2020-08-16,2022-05-19,2023-12-08,1209.0,LIGHT SESA LIGHT SERVICOS DE ELETRICIDADE S A,60444437000146,-,485000034522017,0001/2019-SFE,Quitada pela conciliação automática,Parcelamento,847302.03,1152161.3,1152161.3,0.0,0.3691
2024-09-10,2940946,201811,2021-08-11,2022-05-19,,,LIGHT SESA LIGHT SERVICOS DE ELETRICIDADE S A,60444437000146,-,485000034522017,0001/2019-SFE,Pendente de quitação,Parcelamento,847302.03,1218081.4,,1218081.4,0.3422
2024-09-10,2940946,201811,2019-03-25,2022-05-19,2022-07-11,1204.0,LIGHT SESA LIGHT SERVICOS DE ELETRICIDADE S A,60444437000146,-,485000034522017,0001/2019-SFE,Quitada pela conciliação automática,Parcelamento,847302.03,1000917.89,1000917.89,0.0,0.4329
2024-09-10,2940946,201811,2019-08-22,2022-05-19,2022-12-09,1205.0,LIGHT SESA LIGHT SERVICOS DE ELETRICIDADE S A,60444437000146,-,485000034522017,0001/2019-SFE,Quitada pela conciliação automática,Parcelamento,847302.03,1045909.63,1045909.63,0.0,0.4069
2024-09-10,2940946,202007,2020-07-28,2022-10-16,2022-10-18,812.0,LIGHT SESA LIGHT SERVICOS DE ELETRICIDADE S A,60444437000146,-,485000002512020,0026/2020-SFE,Quitação manual,Quitada,1388257.06,1592469.67,1592469.67,0.0,0.3707
2024-09-10,2940946,201811,2020-03-19,2022-05-19,2023-07-10,1208.0,LIGHT SESA LIGHT SERVICOS DE ELETRICIDADE S A,60444437000146,-,485000034522017,0001/2019-SFE,Quitada pela conciliação automática,Parcelamento,847302.03,1108948.9,1108948.9,0.0,0.3799
2024-09-10,2940946,201811,2021-06-12,2022-05-19,,,LIGHT SESA LIGHT SERVICOS DE ELETRICIDADE S A,60444437000146,-,485000034522017,0001/2019-SFE,Pendente de quitação,Parcelamento,847302.03,1218081.4,,1218081.4,0.3501
2024-09-10,2940946,201811,2021-07-12,2022-05-19,,,LIGHT SESA LIGHT SERVICOS DE ELETRICIDADE S A,60444437000146,-,485000034522017,0001/2019-SFE,Pendente de quitação,Parcelamento,847302.03,1218081.4,,1218081.4,0.3465
2024-09-10,2940946,201811,2021-09-10,2022-05-19,,,LIGHT SESA LIGHT SERVICOS DE ELETRICIDADE S A,60444437000146,-,485000034522017,0001/2019-SFE,Pendente de quitação,Parcelamento,847302.03,1218081.4,,1218081.4,0.3378
2024-09-10,2940946,201811,2021-11-09,2022-05-19,,,LIGHT SESA LIGHT SERVICOS DE ELETRICIDADE S A,60444437000146,-,485000034522017,0001/2019-SFE,Pendente de quitação,Parcelamento,847302.03,1218081.4,,1218081.4,0.327
2024-09-10,2940946,201811,2021-12-09,2022-05-19,,,LIGHT SESA LIGHT SERVICOS DE ELETRICIDADE S A,60444437000146,-,485000034522017,0001/2019-SFE,Pendente de quitação,Parcelamento,847302.03,1218081.4,,1218081.4,0.3193
2024-09-10,2940946,201811,2020-09-15,2022-05-19,2024-01-10,1212.0,LIGHT SESA LIGHT SERVICOS DE ELETRICIDADE S A,60444437000146,-,485000034522017,0001/2019-SFE,Quitada pela conciliação automática,Parcelamento,847302.03,1159702.29,1159702.29,0.0,0.3675
2024-09-10,2940946,201811,2020-11-14,2022-05-19,2024-03-08,1210.0,LIGHT SESA LIGHT SERVICOS DE ELETRICIDADE S A,60444437000146,-,485000034522017,0001/2019-SFE,Quitada pela conciliação automática,Parcelamento,847302.03,1174699.53,1174699.53,0.0,0.3644
2024-09-10,2940946,201811,2020-12-14,2022-05-19,2024-04-10,1213.0,LIGHT SESA LIGHT SERVICOS DE ELETRICIDADE S A,60444437000146,-,485000034522017,0001/2019-SFE,Quitada pela conciliação automática,Parcelamento,847302.03,1181732.14,1181732.14,0.0,0.3628
2024-09-10,2940946,201811,2021-05-13,2022-05-19,,,LIGHT SESA LIGHT SERVICOS DE ELETRICIDADE S A,60444437000146,-,485000034522017,0001/2019-SFE,Pendente de quitação,Parcelamento,847302.03,1218081.4,,1218081.4,0.3532
2024-09-10,2940946,202007,2020-11-14,2022-10-16,2023-01-10,787.0,LIGHT SESA LIGHT SERVICOS DE ELETRICIDADE S A,60444437000146,-,485000002512020,0026/2020-SFE,Quitada pela conciliação automática,Quitada,1388257.06,1636338.6,1636338.6,0.0,0.3644
2024-09-10,2940946,202007,2021-12-21,2022-10-16,2023-09-11,629.0,LIGHT SESA LIGHT SERVICOS DE ELETRICIDADE S A,60444437000146,-,485000002512020,0026/2020-SFE,Quitada pela conciliação automática,Quitada,1388257.06,1754756.92,1754756.92,0.0,0.3193
2024-09-10,2940946,202007,2021-09-11,2022-10-16,2023-07-10,667.0,LIGHT SESA LIGHT SERVICOS DE ELETRICIDADE S A,60444437000146,-,485000002512020,0026/2020-SFE,Quitada pela conciliação automática,Quitada,1388257.06,1724076.44,1724076.44,0.0,0.3378
2024-09-10,2940946,202004,2024-04-29,2023-06-23,,,LIGHT SESA LIGHT SERVICOS DE ELETRICIDADE S A,60444437000146,-,485000023762019,0018/2020-SFE,Pendente de quitação,Parcelamento,121663.05,167250.19,,167250.19,0.044
2024-09-10,2940946,202004,2024-03-09,2023-06-23,,,LIGHT SESA LIGHT SERVICOS DE ELETRICIDADE S A,60444437000146,-,485000023762019,0018/2020-SFE,Pendente de quitação,Parcelamento,121663.05,167250.19,,167250.19,0.0529
2024-09-10,2940946,202004,2024-01-16,2023-06-23,,,LIGHT SESA LIGHT SERVICOS DE ELETRICIDADE S A,60444437000146,-,485000023762019,0018/2020-SFE,Pendente de quitação,Parcelamento,121663.05,167250.19,,167250.19,0.0692
2024-09-10,2940946,202004,2023-10-07,2023-06-23,,,LIGHT SESA LIGHT SERVICOS DE ELETRICIDADE S A,60444437000146,-,485000023762019,0018/2020-SFE,Pendente de quitação,Parcelamento,121663.05,167250.19,,167250.19,0.097
2024-09-10,2940946,202004,2021-12-06,2023-06-23,2024-07-10,947.0,LIGHT SESA LIGHT SERVICOS DE ELETRICIDADE S A,60444437000146,-,485000023762019,0018/2020-SFE,Quitada pela conciliação automática,Parcelamento,121663.05,165084.59,165084.59,0.0,0.3193
2024-09-10,2940946,202004,2020-12-14,2023-06-23,2023-12-08,1089.0,LIGHT SESA LIGHT SERVICOS DE ELETRICIDADE S A,60444437000146,-,485000023762019,0018/2020-SFE,Quitada pela conciliação automática,Parcelamento,121663.05,157784.81,157784.81,0.0,0.3628
2024-09-10,2940946,202004,2025-02-26,2023-06-23,,,LIGHT SESA LIGHT SERVICOS DE ELETRICIDADE S A,60444437000146,-,485000023762019,0018/2020-SFE,Pendente de quitação,Parcelamento,121663.05,167250.19,,167250.19,0.0
2024-09-10,2940946,202004,2025-01-06,2023-06-23,,,LIGHT SESA LIGHT SERVICOS DE ELETRICIDADE S A,60444437000146,-,485000023762019,0018/2020-SFE,Pendente de quitação,Parcelamento,121663.05,167250.19,,167250.19,0.0
2024-09-10,2940946,202004,2024-11-17,2023-06-23,,,LIGHT SESA LIGHT SERVICOS DE ELETRICIDADE S A,60444437000146,-,485000023762019,0018/2020-SFE,Pendente de quitação,Parcelamento,121663.05,167250.19,,167250.19,0.0
2024-09-10,2940946,202004,2024-06-18,2023-06-23,,,LIGHT SESA LIGHT SERVICOS DE ELETRICIDADE S A,60444437000146,-,485000023762019,0018/2020-SFE,Pendente de quitação,Parcelamento,121663.05,167250.19,,167250.19,0.0278
2024-09-10,2940946,202004,2023-11-27,2023-06-23,,,LIGHT SESA LIGHT SERVICOS DE ELETRICIDADE S A,60444437000146,-,485000023762019,0018/2020-SFE,Pendente de quitação,Parcelamento,121663.05,167250.19,,167250.19,0.0878
2024-09-10,2940946,202004,2021-03-23,2023-06-23,2024-02-09,1053.0,LIGHT SESA LIGHT SERVICOS DE ELETRICIDADE S A,60444437000146,-,485000023762019,0018/2020-SFE,Quitada pela conciliação automática,Parcelamento,121663.05,160047.74,160047.74,0.0,0.358
2024-09-10,2940946,202004,2024-08-07,2023-06-23,,,LIGHT SESA LIGHT SERVICOS DE ELETRICIDADE S A,60444437000146,-,485000023762019,0018/2020-SFE,Pendente de quitação,Parcelamento,121663.05,167250.19,,167250.19,0.01
2024-09-10,2940946,202004,2023-08-15,2023-06-23,,,LIGHT SESA LIGHT SERVICOS DE ELETRICIDADE S A,60444437000146,-,485000023762019,0018/2020-SFE,Pendente de quitação,Parcelamento,121663.05,167250.19,,167250.19,0.1167
2024-09-10,2940946,202004,2022-08-22,2023-06-23,,,LIGHT SESA LIGHT SERVICOS DE ELETRICIDADE S A,60444437000146,-,485000023762019,0018/2020-SFE,Pendente de quitação,Parcelamento,121663.05,167250.19,,167250.19,0.2443
2024-09-10,2940946,202004,2020-05-23,2023-06-23,2023-06-23,1126.0,LIGHT SESA LIGHT SERVICOS DE ELETRICIDADE S A,60444437000146,-,485000023762019,0018/2020-SFE,Quitação manual,Parcelamento,1064551.72,1314934.28,1314934.29,-0.01,0.3747
2024-09-10,2940946,201811,2019-04-24,2022-05-19,2022-08-10,1204.0,LIGHT SESA LIGHT SERVICOS DE ELETRICIDADE S A,60444437000146,-,485000034522017,0001/2019-SFE,Quitada pela conciliação automática,Parcelamento,847302.03,1009645.1,1009645.1,0.0,0.4277
2024-09-10,2940946,201811,2019-09-21,2022-05-19,2023-01-10,1207.0,LIGHT SESA LIGHT SERVICOS DE ELETRICIDADE S A,60444437000146,-,485000034522017,0001/2019-SFE,Quitada pela conciliação automática,Parcelamento,847302.03,1055399.41,1055399.41,0.0,0.4023
2024-09-10,2940946,201811,2019-10-21,2022-05-19,2023-02-10,1208.0,LIGHT SESA LIGHT SERVICOS DE ELETRICIDADE S A,60444437000146,-,485000034522017,0001/2019-SFE,Quitada pela conciliação automática,Parcelamento,847302.03,1064889.19,1064889.19,0.0,0.3975
2024-09-10,2940946,201811,2019-11-20,2022-05-19,2023-03-10,1206.0,LIGHT SESA LIGHT SERVICOS DE ELETRICIDADE S A,60444437000146,-,485000034522017,0001/2019-SFE,Quitada pela conciliação automática,Parcelamento,847302.03,1072684.37,1072684.37,0.0,0.3937
2024-09-10,2940946,202004,2022-12-03,2023-06-23,,,LIGHT SESA LIGHT SERVICOS DE ELETRICIDADE S A,60444437000146,-,485000023762019,0018/2020-SFE,Pendente de quitação,Parcelamento,121663.05,167250.19,,167250.19,0.202
2024-09-10,2940946,201811,2019-02-23,2022-05-19,2022-06-10,1203.0,LIGHT SESA LIGHT SERVICOS DE ELETRICIDADE S A,60444437000146,-,485000034522017,0001/2019-SFE,Quitada pela conciliação automática,Parcelamento,847302.03,992275.41,992275.41,0.0,0.4376
2024-09-10,2940946,202004,2024-09-28,2023-06-23,,,LIGHT SESA LIGHT SERVICOS DE ELETRICIDADE S A,60444437000146,-,485000023762019,0018/2020-SFE,Pendente de quitação,Parcelamento,121663.05,167250.19,,167250.19,0.0
2024-09-10,2940946,202004,2022-10-12,2023-06-23,,,LIGHT SESA LIGHT SERVICOS DE ELETRICIDADE S A,60444437000146,-,485000023762019,0018/2020-SFE,Pendente de quitação,Parcelamento,121663.05,167250.19,,167250.19,0.2234
2024-09-10,2940946,202007,2021-07-21,2022-10-16,2023-06-09,688.0,LIGHT SESA LIGHT SERVICOS DE ELETRICIDADE S A,60444437000146,-,485000002512020,0026/2020-SFE,Quitada pela conciliação automática,Quitada,1388257.06,1709222.09,1709222.09,0.0,0.3465
2024-09-10,2940946,202007,2021-11-01,2022-10-16,2023-08-10,647.0,LIGHT SESA LIGHT SERVICOS DE ELETRICIDADE S A,60444437000146,-,485000002512020,0026/2020-SFE,Quitada pela conciliação automática,Quitada,1388257.06,1738930.79,1738930.79,0.0,0.327
2024-09-10,2940946,202007,2020-08-03,2022-10-16,2022-11-10,829.0,LIGHT SESA LIGHT SERVICOS DE ELETRICIDADE S A,60444437000146,-,485000002512020,0026/2020-SFE,Quitada pela conciliação automática,Quitada,1388257.06,1606629.9,1606629.9,0.0,0.3691
2024-09-10,2940946,202004,2020-05-23,2020-06-04,,,LIGHT SESA LIGHT SERVICOS DE ELETRICIDADE S A,60444437000146,-,485000023762019,0018/2020-SFE,Pendente de quitação,Cancelada,0.01,0.01,,0.01,0.3747
2024-09-10,2940946,202004,2021-05-15,2023-06-23,2024-03-08,1028.0,LIGHT SESA LIGHT SERVICOS DE ELETRICIDADE S A,60444437000146,-,485000023762019,0018/2020-SFE,Quitada pela conciliação automática,Parcelamento,121663.05,161021.05,161021.05,0.0,0.3532
2024-09-10,2940946,202004,2021-02-03,2023-06-23,2024-01-10,1071.0,LIGHT SESA LIGHT SERVICOS DE ELETRICIDADE S A,60444437000146,-,485000023762019,0018/2020-SFE,Quitada pela conciliação automática,Parcelamento,121663.05,158867.61,158867.61,0.0,0.36
2024-09-10,2940946,202004,2020-10-24,2023-06-23,2023-11-10,1112.0,LIGHT SESA LIGHT SERVICOS DE ELETRICIDADE S A,60444437000146,-,485000023762019,0018/2020-SFE,Quitada pela conciliação automática,Parcelamento,121663.05,156665.51,156665.51,0.0,0.3659
2024-09-10,2940946,202004,2020-09-02,2023-06-23,2023-10-10,1133.0,LIGHT SESA LIGHT SERVICOS DE ELETRICIDADE S A,60444437000146,-,485000023762019,0018/2020-SFE,Quitada pela conciliação automática,Parcelamento,121663.05,155448.88,155448.88,0.0,0.3675
2024-09-10,2940946,202004,2020-07-13,2023-06-23,2023-09-11,1155.0,LIGHT SESA LIGHT SERVICOS DE ELETRICIDADE S A,60444437000146,-,485000023762019,0018/2020-SFE,Quitada pela conciliação automática,Parcelamento,121663.05,154268.75,154268.75,0.0,0.3707
2024-09-10,2940946,202110,2021-11-02,2021-10-24,2021-10-29,-4.0,LIGHT SESA LIGHT SERVICOS DE ELETRICIDADE S A,60444437000146,-,485000051782020,0017/2021-SFE,Quitada pela conciliação automática,Quitada,712097.16,534072.87,534072.87,0.0,0.327
2024-09-10,2940946,202004,2020-05-23,2023-06-23,2023-08-10,1174.0,LIGHT SESA LIGHT SERVICOS DE ELETRICIDADE S A,60444437000146,-,485000023762019,0018/2020-SFE,Quitada pela conciliação automática,Parcelamento,121663.05,152881.79,152881.79,0.0,0.3747
2024-09-10,2940946,202004,2022-03-21,2023-06-23,,,LIGHT SESA LIGHT SERVICOS DE ELETRICIDADE S A,60444437000146,-,485000023762019,0018/2020-SFE,Pendente de quitação,Parcelamento,121663.05,167250.19,,167250.19,0.2951
2024-09-10,2940946,202004,2022-01-26,2023-06-23,2024-08-09,926.0,LIGHT SESA LIGHT SERVICOS DE ELETRICIDADE S A,60444437000146,-,485000023762019,0018/2020-SFE,Quitada pela conciliação automática,Parcelamento,121663.05,166191.73,166191.73,0.0,0.312
2024-09-10,2940946,202004,2021-10-16,2023-06-23,2024-06-11,969.0,LIGHT SESA LIGHT SERVICOS DE ELETRICIDADE S A,60444437000146,-,485000023762019,0018/2020-SFE,Quitada pela conciliação automática,Parcelamento,121663.05,164123.45,164123.45,0.0,0.3329
2024-09-10,2940946,202004,2021-08-25,2023-06-23,2024-05-10,989.0,LIGHT SESA LIGHT SERVICOS DE ELETRICIDADE S A,60444437000146,-,485000023762019,0018/2020-SFE,Quitada pela conciliação automática,Parcelamento,121663.05,163113.65,163113.65,0.0,0.3422
2024-09-10,2940946,202004,2021-07-05,2023-06-23,2024-04-10,1010.0,LIGHT SESA LIGHT SERVICOS DE ELETRICIDADE S A,60444437000146,-,485000023762019,0018/2020-SFE,Quitada pela conciliação automática,Parcelamento,121663.05,162030.85,162030.85,0.0,0.3465
2024-09-10,2940946,202004,2023-06-26,2023-06-23,,,LIGHT SESA LIGHT SERVICOS DE ELETRICIDADE S A,60444437000146,-,485000023762019,0018/2020-SFE,Pendente de quitação,Parcelamento,121663.05,167250.19,,167250.19,0.1388
2024-09-10,2940946,202004,2023-05-06,2023-06-23,,,LIGHT SESA LIGHT SERVICOS DE ELETRICIDADE S A,60444437000146,-,485000023762019,0018/2020-SFE,Pendente de quitação,Parcelamento,121663.05,167250.19,,167250.19,0.1495
2024-09-10,2940946,202004,2023-03-15,2023-06-23,,,LIGHT SESA LIGHT SERVICOS DE ELETRICIDADE S A,60444437000146,-,485000023762019,0018/2020-SFE,Pendente de quitação,Parcelamento,121663.05,167250.19,,167250.19,0.1699
2024-09-10,2940946,202004,2023-01-23,2023-06-23,,,LIGHT SESA LIGHT SERVICOS DE ELETRICIDADE S A,60444437000146,-,485000023762019,0018/2020-SFE,Pendente de quitação,Parcelamento,121663.05,167250.19,,167250.19,0.1908
2024-09-10,2940946,202004,2022-05-11,2023-06-23,,,LIGHT SESA LIGHT SERVICOS DE ELETRICIDADE S A,60444437000146,-,485000023762019,0018/2020-SFE,Pendente de quitação,Parcelamento,121663.05,167250.19,,167250.19,0.2765
2024-09-10,2940946,202004,2022-07-02,2023-06-23,,,LIGHT SESA LIGHT SERVICOS DE ELETRICIDADE S A,60444437000146,-,485000023762019,0018/2020-SFE,Pendente de quitação,Parcelamento,121663.05,167250.19,,167250.19,0.256
2024-09-10,1590275,201401,2014-02-02,2014-05-19,2014-05-09,96.0,LIGHT SESA LIGHT SERVICOS DE ELETRICIDADE S A,60444437000146,-,485000059192012,001/2014-SFF,Quitada pela conciliação automática,Quitada,114540.81,117507.42,117507.42,0.0,0.9506
2024-09-10,1590275,201003,2010-04-01,2011-03-07,2011-03-22,355.0,LIGHT SESA LIGHT SERVICOS DE ELETRICIDADE S A,60444437000146,-,485000057422008,071/2010-SFF,Quitada pela conciliação automática,Quitada,257409.0,283240.2,283240.2,0.0,1.3052
2024-09-10,1590275,200911,2009-12-12,2010-04-01,2010-03-26,104.0,LIGHT SESA LIGHT SERVICOS DE ELETRICIDADE S A,60444437000146,-,485000027392009,095/2009-SFE,Quitada pela conciliação automática,Quitada,3982302.08,4075137.26,4075137.26,0.0,1.332
2024-09-10,2940946,200307,2003-07-30,2005-08-13,2005-08-09,741.0,LIGHT SESA LIGHT SERVICOS DE ELETRICIDADE S A,60444437000146,-,485000001772003,0013/2003-SFE,Quitação manual,Quitada,606397.9,849576.82,849988.58,-411.76,2.5744031651810686
2024-09-10,2600226,201610,2016-11-06,2017-02-17,2017-02-13,99.0,LIGHT SESA LIGHT SERVICOS DE ELETRICIDADE S A,60444437000146,-,485000039552013,0052/2016-SFF,Quitada pela conciliação automática,Quitada,553910.71,571691.24,571691.24,0.0,0.6168
2024-09-10,2600226,201507,2015-08-16,2017-02-13,2017-02-06,540.0,LIGHT SESA LIGHT SERVICOS DE ELETRICIDADE S A,60444437000146,-,485000062972014,0084/2015-SFE,Quitada pela conciliação automática,Quitada,4347781.63,5205598.95,5205598.95,0.0,0.782
2024-09-10,2600226,201602,2016-03-03,2016-09-09,2016-09-05,186.0,LIGHT SESA LIGHT SERVICOS DE ELETRICIDADE S A,60444437000146,-,485000031682014,0014/2016-SFE,Quitada pela conciliação automática,Quitada,1290438.26,1376381.45,1376381.45,0.0,0.7054
2024-09-10,2940946,200503,2005-04-09,2005-04-10,,,LIGHT SESA LIGHT SERVICOS DE ELETRICIDADE S A,60444437000146,-,485000039712004,9/2005-SFF,Pendente de quitação,Suspenso COM depósito judicial,1617365.1,4932030.96,,4932030.96,2.058123384452472
2024-09-10,2600226,201401,2014-01-25,2015-04-17,2015-04-10,440.0,LIGHT SESA LIGHT SERVICOS DE ELETRICIDADE S A,60444437000146,-,485000012502012,0004/2014-SFE,Quitada pela conciliação automática,Quitada,1246815.29,1413265.13,1413265.13,0.0,0.9585
2024-09-10,2940946,201308,2013-08-17,2013-08-18,,,LIGHT SESA LIGHT SERVICOS DE ELETRICIDADE S A,60444437000146,-,485000007102013,1018/2013-SFE,Pendente de quitação,Cancelada,170577.66,373326.26,,373326.26,0.9973
2024-09-10,1590275,201111,2012-02-05,2014-10-20,2014-10-17,985.0,LIGHT SESA LIGHT SERVICOS DE ELETRICIDADE S A,60444437000146,-,485000008622011,071/2011-SFE,Quitada pela conciliação automática,Quitada,6535231.21,8044869.62,8044869.62,0.0,1.1115
2024-09-10,1590275,201307,2013-07-28,2013-07-29,2013-07-24,-4.0,LIGHT SESA LIGHT SERVICOS DE ELETRICIDADE S A,60444437000146,-,485000031312012,055/2013-SFE,Quitada pela conciliação automática,Quitada,11347.44,11347.44,11347.44,0.0,1.0044
2024-09-10,1590275,201302,2013-02-17,2013-02-18,2013-02-26,9.0,LIGHT SESA LIGHT SERVICOS DE ELETRICIDADE S A,60444437000146,-,485000021292012,017/2013-SFE,Quitada pela conciliação automática,Quitada,10812.21,11097.65,11097.65,0.0,1.0353
2024-09-10,1590275,201002,2010-03-05,2011-05-08,2011-07-21,503.0,LIGHT SESA LIGHT SERVICOS DE ELETRICIDADE S A,60444437000146,-,485000073422009,007/2010-SFE,Quitada pela conciliação automática,Quitada,9544349.86,10972558.8,10972558.8,0.0,1.3119
2024-09-10,1590275,201108,2011-10-30,2012-08-31,2012-08-24,299.0,LIGHT SESA LIGHT SERVICOS DE ELETRICIDADE S A,60444437000146,-,485000018082010,052/2011-SFE,Quitada pela conciliação automática,Quitada,666916.08,720269.37,720269.37,0.0,1.1456
2024-09-10,1590275,201205,2012-05-26,2012-11-24,,,LIGHT SESA LIGHT SERVICOS DE ELETRICIDADE S A,60444437000146,-,485000077102008,055/2012-SFF,Cancelada,Multa Convertida em Advertência,0.0,0.0,,0.0,1.0888
2024-09-10,1590275,201006,2010-07-06,2010-07-08,2012-07-19,744.0,LIGHT SESA LIGHT SERVICOS DE ELETRICIDADE S A,60444437000146,-,485000017592010,082/2010-SFE,Quitação manual,Quitada,126022.0,126022.0,126022.0,0.0,1.2812
2024-09-10,2940946,201705,2017-05-04,2020-07-30,2020-08-10,1194.0,LIGHT SESA LIGHT SERVICOS DE ELETRICIDADE S A,60444437000146,-,485000000882015,0013/2017-SFE,Quitada pela conciliação automática,Quitada,10761292.15,12887723.48,12887723.48,0.0,0.5583
2024-09-10,1590275,201305,2013-05-18,2013-12-21,,,LIGHT SESA LIGHT SERVICOS DE ELETRICIDADE S A,60444437000146,-,485000043742012,1002/2013-SFE,Cancelada,Cancelada,0.0,0.0,,0.0,1.0177
2024-09-10,1590275,200503,2005-04-09,2007-08-11,2007-08-09,852.0,LIGHT SESA LIGHT SERVICOS DE ELETRICIDADE S A,60444437000146,-,485000039712004,9/2005-SFF,Quitação manual,Quitada,3431042.88,4852095.38,3234730.28,1617365.1,2.058123384452472
2024-09-10,1590275,200805,2008-06-16,2009-02-20,2009-02-11,240.0,LIGHT SESA LIGHT SERVICOS DE ELETRICIDADE S A,60444437000146,-,485000037392008,048/2008-SFF,Quitação manual,Quitada,58438.23,63467.25,63467.25,0.0,1.4884147641346124
2024-09-10,1590275,201005,2010-06-05,2011-03-25,2011-03-17,285.0,LIGHT SESA LIGHT SERVICOS DE ELETRICIDADE S A,60444437000146,-,485000021302009,061/2010-SFE,Quitada pela conciliação automática,Quitada,1796116.0,1944109.5,1944802.71,-693.21,1.2898
2024-09-10,1590275,200706,2007-06-24,2008-06-29,2008-06-25,367.0,LIGHT SESA LIGHT SERVICOS DE ELETRICIDADE S A,60444437000146,-,485000008972007,028/2007-SFE,Quitação manual,Quitada,23442.78,26076.28,26076.28,0.0,1.6044371434023457
2024-09-10,2940946,201710,2017-11-09,2019-09-23,2019-09-26,686.0,LIGHT SESA LIGHT SERVICOS DE ELETRICIDADE S A,60444437000146,-,485000048852016,0061/2017-SFE,Quitada pela conciliação automática,Quitada,29586777.16,33492231.75,33492231.75,0.0,0.5157
2024-09-10,1590275,201206,2012-07-08,2013-04-28,2013-04-29,295.0,LIGHT SESA LIGHT SERVICOS DE ELETRICIDADE S A,60444437000146,-,485000050912011,102/2012-SFE,Quitada pela conciliação automática,Quitada,6678312.13,7050961.95,7050961.95,0.0,1.0756
2024-09-10,1590275,201202,2012-02-25,2012-02-26,2012-07-19,145.0,LIGHT SESA LIGHT SERVICOS DE ELETRICIDADE S A,60444437000146,-,485000025672011,020/2012-SFE,Quitação manual,Quitada,41689.58,41689.58,41689.58,0.0,1.1115
2024-09-10,1590275,201012,2010-12-29,2011-04-11,2011-02-24,57.0,LIGHT SESA LIGHT SERVICOS DE ELETRICIDADE S A,60444437000146,-,485000050872010,125/2010-SFE,Quitada pela conciliação automática,Quitada,554689.35,554689.35,564142.9,-9453.55,1.2383
2024-09-10,1590275,201301,2013-02-16,2013-02-17,2013-02-26,10.0,LIGHT SESA LIGHT SERVICOS DE ELETRICIDADE S A,60444437000146,-,485000021352012,014/2013-SFE,Quitada pela conciliação automática,Quitada,287317.72,294902.91,294902.91,0.0,1.0353
2024-09-10,1590275,201006,2010-07-07,2012-07-13,2012-07-04,728.0,LIGHT SESA LIGHT SERVICOS DE ELETRICIDADE S A,60444437000146,-,485000017592010,082/2010-SFE,Quitada pela conciliação automática,Quitada,4773560.46,5864162.56,5644257.88,219904.68,1.2812
2024-09-10,2600226,201609,2016-10-14,2016-10-15,2016-11-10,27.0,LIGHT SESA LIGHT SERVICOS DE ELETRICIDADE S A,60444437000146,-,485000027392015,0070/2016-SFE,Quitada pela conciliação automática,Quitada,105279.0,115712.15,115712.15,0.0,0.6272
2024-09-10,1590275,201011,2010-11-20,2010-11-21,2010-11-22,2.0,LIGHT SESA LIGHT SERVICOS DE ELETRICIDADE S A,60444437000146,-,485000017602010,114/2010-SFE,Quitada pela conciliação automática,Quitada,246265.48,246265.48,246265.48,0.0,1.2476
2024-09-10,2600226,201503,2015-04-11,2016-04-14,2016-04-08,363.0,LIGHT SESA LIGHT SERVICOS DE ELETRICIDADE S A,60444437000146,-,485000020182012,0025/2015-SFF,Quitada pela conciliação automática,Quitada,202852.44,229243.54,229243.54,0.0,0.8255
2024-09-10,1590275,201206,2012-07-05,2012-11-04,,,LIGHT SESA LIGHT SERVICOS DE ELETRICIDADE S A,60444437000146,-,485000031912011,062/2012-SFF,Cancelada,Multa Convertida em Advertência,0.0,0.0,,0.0,1.0756
2024-09-10,1590275,200810,2008-11-10,2009-05-04,2009-04-29,170.0,LIGHT SESA LIGHT SERVICOS DE ELETRICIDADE S A,60444437000146,-,485000019572008,055/2008-SFE,Quitada pela conciliação automática,Quitada,2327096.44,2456473.32,2456473.32,0.0,1.435662777994242
2024-09-10,1590275,201308,2013-08-28,2013-08-29,2013-08-26,-2.0,LIGHT SESA LIGHT SERVICOS DE ELETRICIDADE S A,60444437000146,-,485000007102013,1022/2013-SFE,Quitada pela conciliação automática,Quitada,165453.01,165453.01,165453.01,0.0,0.9973
2024-09-10,2600226,201506,2015-06-28,2015-06-29,2015-06-30,2.0,LIGHT SESA LIGHT SERVICOS DE ELETRICIDADE S A,60444437000146,-,485000007672015,0068/2015-SFE,Quitada pela conciliação automática,Quitada,60500.88,60900.19,60900.19,0.0,0.8049
2024-09-10,2600226,201401,2014-01-23,2016-05-09,2016-05-09,837.0,LIGHT SESA LIGHT SERVICOS DE ELETRICIDADE S A,60444437000146,-,485000023862013,0002/2014-SFE,Quitada pela conciliação automática,Quitada,1659411.88,2113592.91,2113592.91,0.0,0.9585
